date,text,likes_count,comments_count,reposts_count,views_count,article_or_link,final_url,article,тип,brand,name,price,old_price,rating,reviews,discount
2025-12-30 15:40:35,"Витаминный адвент-календарь

OZON (https://www.ozon.ru/context/detail/id/2805746615?utm_source=vk&utm_medium=smm&utm_campaign=vendor_org_139285_smm_vk_artfact_4532_30-12-2025) | WB (https://www.wildberries.ru/catalog/521169963/detail.aspx?utm_source=vk&utm_medium=smm&utm_campaign=285068-id-smm_vk_artfact_4532_30-12-2025)",0.0,0.0,0.0,0.0,521169963,,521169963,артикул,artfact.products,Адвент календарь с уходовой косметикой для всех типов кожи,,,,,
2025-12-08 11:10:00,"Мы выходим к финишной прямой до Нового Года, а значит в центре внимания адвент-календари! ✨

Оля RedAutumn ([#alias|vk.com/olyaredautumn|https://vk.com/olyaredautumn]) — бьюти-блогер, разбирающийся в адвент календарях как никто другой 💜

В новом выпуске «Правила кожи» Оля делится своим впечатлением о нашем витаминном адвент календаре, а также своими секретами по уходу за кожей в зимнее время ❄️ 

💛 Заказать можно на Ozon ([#alias|www.ozon.ru/context/de...|https://www.ozon.ru/context/detail/id/2805746615?utm_source=vk&utm_medium=smm&utm_campaign=vendor_org_139285_smm_vk_artfact_4456_08-12-2025]) и WB ([#alias|www.wildberries.ru/catalog/52...|https://www.wildberries.ru/catalog/521169963/detail.aspx?utm_source=vk&utm_medium=smm&utm_campaign=285068-id-smm_vk_artfact_4456_08-12-2025])",76.0,4.0,1.0,1201.0,521169963,,521169963,артикул,artfact.products,Адвент календарь с уходовой косметикой для всех типов кожи,,,,,
2024-10-28 09:09:44,"Энзимная пудра — ваш спасатель от сухости и тусклости 🍁🥴

С наступлением холодов и отопительного сезона наша кожа подвергается серьезным испытаниям. Сухость, шелушение и раздражение становятся частыми спутниками. 😔 Но у нас есть решение – энзимная пудра для умывания The U! 

Энзимная пудра — универсальный продукт, который поможет справиться с большим спектром проблем:
💜 Для тела: Добавьте немного пудры в гель для душа для мягкого пилинга всего тела.
💜 Для рук: Используйте пудру для ухода за руками, чтобы они оставались мягкими и ухоженными.
💜 Для ног: Применяйте пудру для педикюра, чтобы избавиться от огрубевшей кожи на стопах.
💜 Для губ: Можно использовать в качестве скраба, просто добавьте немного пудры в бальзам для губ и аккуратно помассируйте.
💜 Для кожи головы: Налейте необходимое количество шампуня в ладонь и добавьте пудру. Массируйте кончиками пальцев, чтобы удалить омертвевшие клетки кожи.

Наша энзимная пудра Favorite Enzyme Powder представлена: 

WB: 198705067
OZON: 1365094350
ЗЯ: 19000260926",5.0,0.0,0.0,111.0,198705067,,198705067,артикул,theu_club,Энзимная пудра для умывания лица с папаином от черных точек,642.0,941.0,,,31.77470775770457
2025-06-17 10:18:06,"Многофункциональная новинка, которая станет основой вашего домашнего ухода, — встречайте восстанавливающую эмульсию для лица Barrier Milky Emulsion THE U. 
 
Этот продукт подходит для любой кожи, даже самой чувствительной. 
 
Его лёгкая текстура быстро впитывается и не оставляет ощущения липкости. 
 
В составе комплекс полезных компонентов: 

Церамиды, сквалан и масло ши питают, смягчают, увлажняют кожу и устраняют шелушения. 
 
Ниацинамид борется с оксидативным стрессом, дарит коже сияние и свежий вид. 
 
Пребиотики восстанавливают естественный барьер кожи. 
 
Экстракты ягод годжи, зелёного чая и дрожжей уменьшают воспаления, повышают упругость и эластичность. 
 
Как использовать? 
 
Наносите эмульсию после тоника под крем или вместо него. Для усиления эффекта рекомендуем применять активные сыворотки до эмульсии. Продукт также идеально подойдёт в качестве базы под макияж. 
 
Barrier Milky Emulsion уже доступна для заказа на сайте, ([#alias|vk.cc/cMUJFo|vk.cc/cMUJFo]), WB ([#alias|vk.cc/cMV4uv|vk.cc/cMV4uv]), OZON ([#alias|vk.cc/cMV4rT|vk.cc/cMV4rT]), «Золотом Яблоке» ([#alias|vk.cc/cMUK5g|vk.cc/cMUK5g]).",53.0,3.0,0.0,4423.0,https://vk.cc/cMV4uv,https://www.wildberries.ru/catalog/404287157/detail.aspx?utm_source=vk&utm_medium=cpc&utm_campaign=28247-id-barriermilky&utm_term=anons,404287157,ссылка на WB,geltekcosmetics,Увлажняющая эмульсия для лица восстанавливающая с церамидами,1000.0,1521.0,,,34.25378040762656
2025-07-17 10:44:32,"Загадка: летом мы заботимся о ней реже всего. Хотя она всегда на виду и очень уязвима.

Что же это?
Правильный ответ: кожа губ.

Солнце, ветер, солёная вода и даже кондиционеры — всё это влияет на неё не меньше, чем на лицо и тело.
⠀
Пока усердно наносим SPF на щёки, нос и плечи, губы остаются без защиты.
⠀
В ART&FACT. не забываем про эту деликатную зону.

Бальзам для губ SPF 15+ интенсивно защищает и восстанавливает:

✨ масла ши, жожоба, сладкого миндаля, кокоса и подсолнечника смягчают и питают.
✨ пантенол увлажняет и заживляет.
⠀
Мягкая текстура и сладковатый вкус обеспечивают комфорт в течение дня.

🛒 Артикул на Ozon: [#alias|www.ozon.ru/context/de...|https://www.ozon.ru/context/detail/id/1486592386?utm_source=vk&utm_medium=smm&utm_campaign=vendor_org_139285_smm_vk_artfact_4069cm002_17-07-2025]
🛒 Артикул на WB: [#alias|www.wildberries.ru/catalog/21...|https://www.wildberries.ru/catalog/218602044/detail.aspx?utm_source=vk&utm_medium=smm&utm_campaign=285068-id-smm_vk_artfact_4069cm002_17-07-2025]

А ты наносишь SPF на губы летом?",36.0,1.0,0.0,1746.0,218602044,,218602044,артикул,artfact.products,"Бальзам для губ увлажняющий SPF 15+, 5 мл",,,,,
2025-05-27 09:30:17,"Лето чувствуется в каждом порыве ветра ☀

Хватай своего железного коня и отправляйся исследовать город!Спокойная поездка в парк или бешеная гонка по асфальту — без чего точно не обойтись?

Верным спутником любой поездки станет увлажняющий бальзам для губ SPF 15+. Продукт питает, защищает нежную кожу от солнца, смягчает и дарит сладкий вкус приключений.

Готовность к любым маршрутам 100%.

Must-have ждёт тебя на Ozon и WB.
🛒 Артикул на Ozon: [#alias|www.ozon.ru/context/de...|https://www.ozon.ru/context/detail/id/1486592386?utm_source=vk&utm_medium=smm&utm_campaign=vendor_org_139285_smm_vk_artfact_3806cm002_27-05-2025]
🛒 Артикул на WB: [#alias|www.wildberries.ru/catalog/21...|https://www.wildberries.ru/catalog/218602044/detail.aspx?utm_source=vk&utm_medium=smm&utm_campaign=285068-id-smm_vk_artfact_3806cm002_27-05-2025]",37.0,0.0,0.0,1936.0,218602044,,218602044,артикул,artfact.products,"Бальзам для губ увлажняющий SPF 15+, 5 мл",,,,,
2024-10-14 09:07:08,"Добрый день! Продукт представлен только на маркетплейсах (WB (https://vk.cc/cCxAHc), OZON (https://vk.cc/cCxAKi).",0.0,0.0,0.0,0.0,https://vk.cc/cCxAHc,https://www.wildberries.ru/catalog/265293502/detail.aspx?targetUrl=GP,265293502,ссылка на WB,geltekcosmetics,Крем для лица и шеи увлажняющий,,,,,
2024-10-14 08:51:22,"Стартовала наша коллаборация с брендом Олеси Мустаевой «Она Иная» ([#alias|t.me/masteromcom|https://t.me/masteromcom])! 
 
Мы вместе разработали крем для лица и шеи «Фарфоровая кожа» ([#alias|vk.cc/cCxAtj|https://vk.cc/cCxAtj]), который не только эффективен, но и очень хорош собой. 
 
Стильная упаковка soft touch, лаконичный дизайн, нежная «сливочная» текстура и ягодный аромат. И конечно, высокая эффективность. Крем борется с возрастными изменениями, выравнивает тон, успокаивает и убирает покраснения, действительно делая кожу «фарфоровой». Мощная база крема на основе физиологических липидов для восстановления и поддержания барьерной функции кожи и глубокого увлажнения, разработанная основательницей бренда «Она Иная» Олесей Мустаевой, и активы от Гельтека для борьбы с возрастными изменениями и улучшения микробиома кожи. 
 
Идея родилась год назад на международной выставке «Интершарм» у владельцев компаний Олеси Мустаевой и Сергея Кирша. И главная цель совместного проекта — показать, чего можно достигнуть, если объединить усилия сильных брендов, разрабатывающих свою качественную косметику. 
 
«Нам хотелось показать, что российские компании могут делать средства, очень крутые со всех сторон. Не просто качественные и эффективные, но эстетически, эмоционально привлекательные», — говорит владелец Гельтека Сергей Кирш. 
Мы объединили опыт двух компаний, разные подходы к уходовой косметике, ездили друг к другу на производство — и получился классный крем, который поодиночке мы бы делали гораздо дольше». 
«Нашей целью было создать доступный и эффективный продукт, объединив опыт исследований лучших наработок двух компаний. Пожалуй, нестандартная коллаборация в эпоху жесткой конкуренции на отечественном рынке, — поясняет Олеся Мустаева, основательница бренда „Она Иная“. — Наш косметический ответ времени объединения для достижения лучших результатов в обстановке турбулентности». 
 
Гости «Интершарма» ([#alias|vk.com/wall-54571981_8038|https://vk.com/wall-54571981_8038]) уже могли видеть его на стенде у нас и у Олеси Мустаевой, теперь запускаем продажу на сайте ([#alias|vk.cc/cCxAtj|https://vk.cc/cCxAtj]) и маркетплейсах. Поехали! Продукт лимитированный, так что не откладывайте надолго. (WB ([#alias|vk.cc/cCxAHc|https://vk.cc/cCxAHc]), OZON ([#alias|vk.cc/cCxAKi|https://vk.cc/cCxAKi])). 🛒",12.0,14.0,3.0,1565.0,https://vk.cc/cCxAHc,https://www.wildberries.ru/catalog/265293502/detail.aspx?targetUrl=GP,265293502,ссылка на WB,geltekcosmetics,Крем для лица и шеи увлажняющий,,,,,
2026-03-05 15:20:01,"Мы сделали цены ещё ниже, чтобы вы могли порадовать своих близких ❤ 
 
Скорее заказывай наши наборы со скидкой, пока не разобрали 👇 
Daily Routine Set — база, которая не подведёт 
WB [#alias|geltek.pro/6AfBUzfrj1|https://geltek.pro/6AfBUzfrj1]
 
Keep Calm Set — дуэт для интенсивного увлажнения и успокоения кожи 
WB [#alias|geltek.pro/PisdcO020U|https://geltek.pro/PisdcO020U]
 
Pinky Glow Set — для тех, кто нуждается в обновлении и восстановлении 
WB [#alias|geltek.pro/5bTARWGjTV|https://geltek.pro/5bTARWGjTV]
 
Enzyme Twins Set — розовая и зелёная энзимки под настроение 
WB [#alias|geltek.pro/fPz7kBGDfm|https://geltek.pro/fPz7kBGDfm]",3.0,2.0,0.0,3308.0,https://geltek.pro/6AfBUzfrj1,https://www.wildberries.ru/catalog/642422849/detail.aspx?targetUrl=MI,642422849,ссылка-прослойка,theu_club,Подарочный набор косметики для ухода за кожей Daily Routine,,,,,
2024-12-17 11:15:37,"Новая линейка Geltek Pets: косметика для ваших питомцев 
 
У нас замечательная новость! Мы выходим за пределы привычного ухода за кожей и запускаем линейку косметики для домашних животных ([#alias|vk.cc/cG7Lmn|https://vk.cc/cG7Lmn]). Наша миссия — забота о тех, кого мы любим, и теперь она распространяется и на ваших четвероногих друзей! 
 
Почему мы решили создать косметику для питомцев?
 
Домашние животные, как и люди, сталкиваются с агрессивным воздействием окружающей среды: сухой воздух, грязь, химикаты на улицах — всё это сказывается на их коже и лапах. Мы поняли, что можем использовать наш опыт и производственные мощности, чтобы предложить эффективные и безопасные решения для их защиты. 
 
При разработке мы руководствовались теми же принципами, что и всегда: в составах только качественные активы с доказанной эффективностью, которые не навредят вашим пушистым друзьям. 
 
Первым продуктом новой линейки стал бальзам-стик для лап Soft Paws ([#alias|vk.cc/cG7Lqt|https://vk.cc/cG7Lqt]). 
 
Он защитит лапки от агрессивных факторов: перепадов температур, реагентов, снега или горячего асфальта. Просто нанесите небольшое количество бальзама на подушечки перед прогулкой, а после смойте водой с очищающим средством. 
 
Бальзам быстро впитывается, смягчает сухие участки кожи, увлажняет, способствует восстановлению защитного барьера и заживлению микротравм, которые могут появиться на лапах от песка, гравия, реагентов, льда. Бальзам безопасен, даже если ваш питомец случайно полижет лапки, поэтому можно использовать его дома вне прогулки. А ещё он подходит и щенкам, и взрослым собакам. 
 
В составе натуральные масла и ланолин, которые быстро и надолго восстанавливают барьерную функцию кожи. А экстракт смолы дерева Croton lechleri оказывает на кожу антиоксидантное, регенерирующее и успокаивающее действие. 
 
Второй продукт линейки Geltek Pets не менее актуален, чем защитный бальзам. Это пенка для мытья лап Soft Paws ([#alias|vk.cc/cG7LsR|https://vk.cc/cG7LsR]). 
 
Почему она понравится вашему питомцу? 
 
Пенка устраняет даже стойкие загрязнения, в том числе дорожные реагенты и защитный воск, но не сушит и не раздражает кожу на подушечках лап благодаря мягким ПАВ. 
 
Пантенол, аргинин, сок алоэ вера и экстракт зелёного чая в составе увлажняют и смягчают кожу лап, ускоряют заживление микротравм и восстанавливают защитный барьер. 
 
Экстракты тысячелистника и череды обладают антисептическим и противовоспалительным действием, защищая от проникновения микроорганизмов и развития воспаления. 
 
Силиконовая щёточка на флаконе помогает более тщательно очистить лапки и пространство между подушечками без дискомфорта для питомца. 
 
Пенка легко смывается, не оставляя следов. Если нет возможности помыть водой, можно стереть пенку с лап влажными салфетками: она безопасна при случайном слизывании. 
 
Можно использовать пенку для локального очищения других участков кожи и шерсти питомцев. Подходит для щенков, взрослых собак и котиков. 
 
Теперь мы не можем сказать, что не тестируем нашу косметику на животных. Почти все собачки наших сотрудников и даже пара котиков пробовали новые продукты. И знаете что? Им понравилось! 
 
Порадуйте и вы своих питомцев, ведь они заслуживают лучшего. 

Продажи открыты на сайте ([#alias|vk.cc/cG7Lmn|https://vk.cc/cG7Lmn]) и WB (а на OZON появятся на днях). 

Бальзам-стик для лап Soft Paws на WB ([#alias|www.wildberries.ru/catalog/29...|https://www.wildberries.ru/catalog/297440452/detail.aspx?targetUrl=GP]). 
Пенка для мытья лап Soft Paws на WB ([#alias|www.wildberries.ru/catalog/29...|https://www.wildberries.ru/catalog/297489757/detail.aspx?targetUrl=GP]).",35.0,4.0,4.0,2728.0,297440452,,297440452,артикул,geltekcosmetics,Воск для лап собак защитный,786.0,1099.0,,,28.480436760691536
